厂商,车型,年款,配置名称,官方指导价(万),特色功能,功能内容
蔚来,乐道L90,2025款,七座版Ultra,29.98,全场景领航辅助（NOA）订阅￥320/月,包含主动防御性驾驶、自动上下匝道、自动变道超车、自动根据导航路线变道、自动避让汇入口、障碍物跨车道绕行、红绿灯路口通行及左右转、无红绿灯路口通行及左右转、开放路口通行、环岛、掉头等场景通行。 ○选配暂无价格
蔚来,乐道L90,2025款,七座版 黑骑士特别版,30.68,全场景领航辅助（NOA）订阅￥320/月,包含主动防御性驾驶、自动上下匝道、自动变道超车、自动根据导航路线变道、自动避让汇入口、障碍物跨车道绕行、红绿灯路口通行及左右转、无红绿灯路口通行及左右转、开放路口通行、环岛、掉头等场景通行。 ○选配暂无价格
岚图汽车,岚图梦想家 PHEV,2024款,超长续航卓越版,33.99,触屏振动反馈,●标配
岚图汽车,岚图梦想家 PHEV,2024款,超长续航尊贵版,36.99,触屏振动反馈,●标配
岚图汽车,岚图梦想家 PHEV,2024款,超长续航旗舰版,41.99,触屏振动反馈,●标配
岚图汽车,岚图梦想家 PHEV,2024款,私人定制版,63.99,触屏振动反馈,●标配
一汽奥迪,奥迪Q4 e-tron,2024款,40 e-tron 创行版,28.99,触屏振动反馈,●标配
一汽奥迪,奥迪Q4 e-tron,2024款,40 e-tron 创境版,31.71,触屏振动反馈,●标配
一汽奥迪,奥迪Q4 e-tron,2024款,40 e-tron 创境曜夜版,31.37,触屏振动反馈,●标配
一汽奥迪,奥迪Q4 e-tron,2024款,40 e-tron 冠军纪念版,33.02,触屏振动反馈,●标配
一汽奥迪,奥迪Q4 e-tron,2024款,50 e-tron quattro 创境曜夜版,33.27,触屏振动反馈,●标配
一汽奥迪,奥迪Q4 e-tron,2024款,50 e-tron quattro 创享曜夜版,36.71,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,六座行政版 四驱 140kWh,51.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,光辉 四驱 108kWh,78.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 两驱 108kWh,43.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 四驱 108kWh,45.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,六座行政版 四驱 108kWh,46.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 两驱 140kWh,48.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 四驱 140kWh,50.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 两驱 108kWh,43.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 四驱 108kWh,45.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,六座行政版 四驱 108kWh,46.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 两驱 140kWh,48.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,七座过道版 四驱 140kWh,50.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,六座行政版 四驱 140kWh,51.9,触屏振动反馈,●标配
极氪,ZEEKR 009,2024款,光辉 四驱 108kWh,78.9,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2024款,50 e-tron quattro 光耀型 锦衣套装,36.75,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2024款,50 e-tron quattro 光耀型 机甲套装,36.75,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,40 e-tron 闪耀型 锦衣套装,29.85,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,40 e-tron 闪耀型 机甲套装,29.85,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,40 e-tron 星耀型 锦衣套装,31.25,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,40 e-tron 星耀型 机甲套装,31.25,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,50 e-tron quattro 荣耀型 锦衣套装,41.55,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,50 e-tron quattro 荣耀型 机甲套装,41.55,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,40 e-tron 星耀型 黑武士版,33.15,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,40 e-tron 星耀型 白法师版,33.15,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,40 e-tron 星耀型 影武士版,33.6,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,50 e-tron quattro 荣耀型 黑武士版,42.8,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,50 e-tron quattro 荣耀型 白法师版,42.8,触屏振动反馈,●标配
上汽奥迪,奥迪Q5 e-tron,2023款,50 e-tron quattro 荣耀型 影武士版,43.25,触屏振动反馈,●标配
岚图汽车,岚图梦想家 EV,2024款,长续航卓越版,33.99,触屏振动反馈,●标配
岚图汽车,岚图梦想家 EV,2024款,长续航尊贵版,36.99,触屏振动反馈,●标配
岚图汽车,岚图梦想家 EV,2024款,超长续航卓越版,38.99,触屏振动反馈,●标配
岚图汽车,岚图梦想家 EV,2024款,超长续航尊贵版,41.99,触屏振动反馈,●标配
岚图汽车,岚图梦想家 EV,2024款,超长续航旗舰版,46.99,触屏振动反馈,●标配
一汽奥迪,奥迪e-tron,2021款,50 quattro 豪华型,54.68,触屏振动反馈,●标配
一汽奥迪,奥迪e-tron,2021款,50 quattro 臻选型,58.58,触屏振动反馈,●标配
一汽奥迪,奥迪e-tron,2021款,50 quattro 尊享型,64.88,触屏振动反馈,●标配
沃尔沃亚太,沃尔沃EM90,2025款,Ultra 六座,81.8,触屏振动反馈,●标配
极氪,ZEEKR 001,2025款,WE版 100kWh 后驱,26.9,车载卫星通信,○选配10000元
极氪,ZEEKR 001,2025款,WE版 95kWh 四驱,26.9,车载卫星通信,○选配10000元
极氪,ZEEKR 001,2025款,ME版 100kWh 四驱,29.9,车载卫星通信,○选配10000元
极氪,ZEEKR 001,2025款,YOU版 100kWh 四驱,32.9,车载卫星通信,○选配10000元
极氪,ZEEKR 001,2024款,WE版 100kWh 后驱,26.9,车载卫星通信,○选配10000元
极氪,ZEEKR 001,2024款,WE版 95kWh 四驱,26.9,车载卫星通信,○选配10000元
极氪,ZEEKR 001,2024款,ME版 100kWh 四驱,29.9,车载卫星通信,○选配10000元
极氪,ZEEKR 001,2024款,YOU版 100kWh 四驱,32.9,车载卫星通信,○选配10000元
极氪,ZEEKR 007,2024款,四驱智驾版 75kWh,25.99,车载卫星通信,○选配10000元 ○选配10000元
极氪,ZEEKR 007,2024款,四驱智驾版 100kWh,28.99,车载卫星通信,○选配10000元 ○选配10000元
极氪,ZEEKR 009,2024款,六座行政版 四驱 140kWh,51.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,光辉 四驱 108kWh,78.9,车载卫星通信,●标配
极氪,ZEEKR 009,2024款,七座过道版 两驱 108kWh,43.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,七座过道版 四驱 108kWh,45.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,六座行政版 四驱 108kWh,46.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,七座过道版 两驱 140kWh,48.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,七座过道版 四驱 140kWh,50.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,七座过道版 两驱 108kWh,43.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,七座过道版 四驱 108kWh,45.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,六座行政版 四驱 108kWh,46.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,七座过道版 两驱 140kWh,48.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,七座过道版 四驱 140kWh,50.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,六座行政版 四驱 140kWh,51.9,车载卫星通信,○选配10000元
极氪,ZEEKR 009,2024款,光辉 四驱 108kWh,78.9,车载卫星通信,●标配
极氪,001,2025款,WE版 100kWh 后驱,26.9,车载卫星通信,○选配10000元
极氪,001,2025款,WE版 95kWh 四驱,26.9,车载卫星通信,○选配10000元
极氪,001,2025款,ME版 100kWh 四驱,29.9,车载卫星通信,○选配10000元
极氪,001,2025款,YOU版 100kWh 四驱,32.9,车载卫星通信,○选配10000元
极氪,001,2026款,Max版 95kWh 四驱,26.98,车载卫星通信,
极氪,001,2026款,Max版 103kWh 后驱,26.98,车载卫星通信,
极氪,001,2026款,Ultra版 103kWh 四驱,29.98,车载卫星通信,
极氪,001,2026款,Ultra+版 103kWh 四驱,32.98,车载卫星通信,
极氪,001,2025款,WE版 95kWh 后驱,25.9,车载卫星通信,
极氪,001,2025款,WE版 100kWh 后驱,26.9,车载卫星通信,○选配10000元
极氪,001,2025款,WE版 95kWh 四驱,26.9,车载卫星通信,○选配10000元
极氪,001,2025款,ME版 100kWh 四驱,29.9,车载卫星通信,○选配10000元
极氪,001,2025款,YOU版 100kWh 四驱,32.9,车载卫星通信,○选配10000元
极氪,007,2025款,后驱智驾版 75kWh,20.99,车载卫星通信,
极氪,007,2025款,长续航后驱智驾版 100kWh,22.99,车载卫星通信,
极氪,007,2025款,四驱智驾版 75kWh,22.99,车载卫星通信,○选配10000元
极氪,007,2025款,长续航四驱智驾版 100kWh,25.99,车载卫星通信,○选配10000元
极氪,007,2025款,四驱性能版 100kWh,29.99,车载卫星通信,
极氪,009,2024款,七座过道版 两驱 108kWh,43.9,车载卫星通信,○选配10000元
极氪,009,2024款,七座过道版 四驱 108kWh,45.9,车载卫星通信,○选配10000元
极氪,009,2024款,六座行政版 四驱 108kWh,46.9,车载卫星通信,○选配10000元
极氪,009,2024款,七座过道版 两驱 140kWh,48.9,车载卫星通信,○选配10000元
极氪,009,2024款,七座过道版 四驱 140kWh,50.9,车载卫星通信,○选配10000元
极氪,009,2024款,六座行政版 四驱 140kWh,51.9,车载卫星通信,○选配10000元
极氪,009,2024款,光辉 四驱 108kWh,78.9,车载卫星通信,●标配
极氪,009,2024款,光辉 典藏版 四驱 108kWh,89.9,车载卫星通信,●标配
极氪,ZEEKR 001,2025款,WE版 95kWh 后驱,25.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,ZEEKR 001,2025款,WE版 100kWh 后驱,26.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,ZEEKR 001,2025款,WE版 95kWh 四驱,26.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,ZEEKR 001,2025款,ME版 100kWh 四驱,29.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,ZEEKR 001,2024款,WE版 100kWh 后驱,26.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,ZEEKR 001,2024款,WE版 95kWh 四驱,26.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,ZEEKR 001,2024款,ME版 100kWh 四驱,29.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,ZEEKR 001,2024款,YOU版 100kWh 四驱,32.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ●标配
极氪,ZEEKR 007,2025款,后驱智驾版 75kWh,20.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2025款,长续航后驱智驾版 100kWh,22.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2025款,四驱智驾版 75kWh,22.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2025款,长续航四驱智驾版 100kWh,25.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2025款,四驱性能版 100kWh,29.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,后驱增强版 75kWh,20.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,后驱增强版 100kWh,23.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,后驱版 75kWh,20.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,后驱版 100kWh,23.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,后驱智驾版 75kWh,22.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,后驱智驾版 100kWh,25.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,四驱版 75kWh,22.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,四驱版 100kWh,25.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,四驱智驾版 75kWh,25.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,四驱智驾版 100kWh,28.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR 007,2024款,四驱性能版,29.99,智能感应自动门套装,全车感应式无框自动门、全车无门把手设计 ○选配12000元
极氪,ZEEKR X,2025款,四座后驱魔方版,20.0,智能感应自动门套装,"前排感应式无框自动门,全车无门把手设计 ○选配8000元"
极氪,ZEEKR X,2025款,五座四驱运动版,20.0,智能感应自动门套装,"前排感应式无框自动门,全车无门把手设计 ○选配8000元"
极氪,ZEEKR X,2025款,四座四驱魔方版,22.0,智能感应自动门套装,"前排感应式无框自动门,全车无门把手设计 ○选配8000元"
极氪,ZEEKR X,2024款,五座四驱版,20.0,智能感应自动门套装,"前排感应式无框自动门,全车无门把手设计 ○选配8000元"
极氪,ZEEKR X,2024款,四座后驱版,20.0,智能感应自动门套装,"前排感应式无框自动门,全车无门把手设计 ○选配8000元"
极氪,ZEEKR X,2024款,四座四驱版,22.0,智能感应自动门套装,"前排感应式无框自动门,全车无门把手设计 ○选配8000元"
极氪,001,2026款,Max版 95kWh 四驱,26.98,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,001,2026款,Max版 103kWh 后驱,26.98,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,001,2026款,Ultra版 103kWh 四驱,29.98,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
极氪,001,2025款,WE版 95kWh 后驱,25.9,智能感应自动门套装,4门感应式无框自动门、脚踢式感应高度记忆电动尾门 ○选配16000元
